text,label,category
требуется дополнительное исследование проблемы 11,11,Прочее / непонятно
нестандартная ситуация с документацией на изделие 101,11,Прочее / непонятно
обращение не имеет четкой категории требует проверки,11,Прочее / непонятно
нестандартная поломка не описана в регламентах 11,11,Прочее / непонятно
поступил запрос на работы вне компетенции отдела 103,11,Прочее / непонятно
непонятное техническое задание поступило на исполнение 204,11,Прочее / непонятно
неизвестная проблема мешает работе цеха 4,11,Прочее / непонятно
требуется эскалация нетипичного обращения 105,11,Прочее / непонятно
нестандартная неисправность требует консультации производителя 205,11,Прочее / непонятно
непонятная ситуация с учетом материалов на складе 10,11,Прочее / непонятно
запрос не содержит достаточно информации для обработки,11,Прочее / непонятно
поступил запрос на согласование нестандартных условий,11,Прочее / непонятно
нужна консультация специалиста по вопросу 24,11,Прочее / непонятно
нестандартный запрос от подрядчика требует уточнения,11,Прочее / непонятно
обращение связано с ситуацией не описанной в инструкциях,11,Прочее / непонятно
не определена ответственность за устранение проблемы 10,11,Прочее / непонятно
запрос не соответствует ни одному регламентному процессу,11,Прочее / непонятно
непонятная неисправность без воспроизведения на участке 103,11,Прочее / непонятно
нестандартная ситуация требует решения руководства,11,Прочее / непонятно
нестандартный сбой в процессе производства 16,11,Прочее / непонятно
нестандартный инцидент требует привлечения сторонних специалистов,11,Прочее / непонятно
требуется решение нестандартного вопроса 11,11,Прочее / непонятно
требуется специальное расследование инцидента 15,11,Прочее / непонятно
получено обращение с противоречивыми данными 104,11,Прочее / непонятно
непонятная ситуация с оборудованием не описана в паспорте 10,11,Прочее / непонятно
обращение дублирует ранее решенную заявку 25,11,Прочее / непонятно
нестандартная ситуация с доступом к зоне 5,11,Прочее / непонятно
требуется консультация юриста по нестандартному вопросу 7,11,Прочее / непонятно
требуется эскалация обращения на уровень руководства,11,Прочее / непонятно
поступила жалоба требующая специального расследования,11,Прочее / непонятно
поступила заявка неопределенного содержания от сотрудника,11,Прочее / непонятно
нетипичное обращение не поддается стандартной обработке,11,Прочее / непонятно
обращение не имеет аналогов в базе знаний,11,Прочее / непонятно
не удается идентифицировать источник проблемы 16,11,Прочее / непонятно
ситуация требует нестандартного подхода к решению,11,Прочее / непонятно
требуется решение прецедентной ситуации 103,11,Прочее / непонятно
непонятная ошибка системы не имеет описания 15,11,Прочее / непонятно
поступила заявка без указания места и оборудования,11,Прочее / непонятно
поступил сигнал о проблеме без описания деталей 103,11,Прочее / непонятно
обращение требует привлечения нескольких служб сразу,11,Прочее / непонятно
поступил запрос вне стандартных категорий обращений,11,Прочее / непонятно
нетипичная неисправность не описана в документации,11,Прочее / непонятно
получено обращение с неполной контактной информацией,11,Прочее / непонятно
нестандартный инцидент требует внешней экспертизы,11,Прочее / непонятно
зависает корпоративная почта outlook у сотрудника 105,12,Офисная техника
не подключается ноутбук 205 к корпоративной сети,12,Офисная техника
зависает 1с при формировании отчета,12,Офисная техника
колонки рабочей станции 6 не воспроизводят звук,12,Офисная техника
не работает сканер отпечатка пальца на входе 101,12,Офисная техника
монитор 30 рабочем месте 10 мигает полосы экране,12,Офисная техника
требуется замена картриджа принтера 15,12,Офисная техника
сломалась мышь 25 рабочем месте требуется замена,12,Офисная техника
не работает веб камера переговорной 203,12,Офисная техника
зарядное устройство ноутбука 1 перестало работать,12,Офисная техника
требуется настройка нового ноутбука сотрудника,12,Офисная техника
нужна замена блока питания системного блока 10,12,Офисная техника
зависает корпоративный мессенджер teams у отдела 10,12,Офисная техника
ip телефон 7 не выходит на внешнюю линию,12,Офисная техника
не воспроизводится звук на рабочей станции 16,12,Офисная техника
не работает numю порт на системном блоке 202,12,Офисная техника
завис компьютер бухгалтера не реагирует на клавиатуру,12,Офисная техника
принтер 30 выдает ошибку замятие бумаги не устраняется,12,Офисная техника
не отправляются факсы с аппарата 101 этаже 102,12,Офисная техника
сломался сканер отделе кадров 11,12,Офисная техника
экран монитора 20 не реагирует на прикосновения,12,Офисная техника
требуется апгрейд оперативной памяти на пк 20,12,Офисная техника
не работает кнопка питания на системном блоке 20,12,Офисная техника
не подключается bluetooth мышь к ноутбуку 103,12,Офисная техника
требуется добавить оперативную память компьютеру 7,12,Офисная техника
не включается монитор 24 при запуске компьютера,12,Офисная техника
требуется переустановка windows на компьютере 22,12,Офисная техника
требуется восстановить случайно удаленные файлы на пк 202,12,Офисная техника
не печатает сетевой принтер 205 в отделе 202,12,Офисная техника
зависает корпоративная программа 105 при старте,12,Офисная техника
зависает корпоративная почта на отправке вложения 6,12,Офисная техника
не работает кабель ethernet рабочего места 103,12,Офисная техника
не работает автоматическая блокировка экрана на пк 3,12,Офисная техника
не воспроизводит видео проектор в зале 10,12,Офисная техника
требуется настройка двух мониторов на рабочей станции 24,12,Офисная техника
зависает excel при работе с большим файлом 103,12,Офисная техника
не работает кабель питания монитора 102,12,Офисная техника
не открывается корпоративное приложение после обновления 101,12,Офисная техника
не сканирует документы мфу 11 в отделе 3,12,Офисная техника
зависает chrome при открытии корпоративного портала 203,12,Офисная техника
зависает 201 при попытке сохранить документ,12,Офисная техника
требуется замена термопасты процессора компьютера 8,12,Офисная техника
не обновляется антивирус на компьютере 103,12,Офисная техника
не определяется флешка в usb порту компьютера 10,12,Офисная техника
требуется установить офисный пакет на новый компьютер 8,12,Офисная техника
завис ноутбук 202 при обновлении windows,12,Офисная техника
не работает кнопка 7 на клавиатуре рабочей станции 5,12,Офисная техника
не работает камера на мониторе переговорной 1,12,Офисная техника
зависает система 2 при большой нагрузке,12,Офисная техника
не открывается корпоративный vpn клиент на ноутбуке 8,12,Офисная техника
требуется замена сетевой карты в компьютере 22,12,Офисная техника
требуется замена вентилятора в системном блоке 101 шумит,12,Офисная техника
не работает разъем для наушников на компьютере 204,12,Офисная техника
не работает numю порт usb на ноутбуке 201,12,Офисная техника
требуется замена жесткого диска на пк 3,12,Офисная техника
не работает тачпад на ноутбуке 20,12,Офисная техника
зависает корпоративное приложение 16 на этапе загрузки,12,Офисная техника
зависает корпоративный браузер на странице авторизации,12,Офисная техника
не подключается сетевой принтер к ноутбуку 205,12,Офисная техника
требуется замена батареи в беспроводной клавиатуре 102,12,Офисная техника
требуется перепрошивка принтера 30 после сбоя,12,Офисная техника
зависает adobe acrobat при открытии файла 7,12,Офисная техника
не отображается wifi сеть на ноутбуке 104,12,Офисная техника
не работает сканер штрихкодов на складе 104,12,Офисная техника
не работает микрофон гарнитуры на рабочей станции 15,12,Офисная техника
зависает 22 при формировании ведомости 15,12,Офисная техника
вышел строя проектор конференц зале 8,12,Офисная техника
не открывается корпоративный портал на компьютере 5,12,Офисная техника
клавиатура 102 залита кофе не работает,12,Офисная техника
не включается рабочая станция инженера 104,12,Офисная техника
принтер 1 печатает с полосами требуется чистка,12,Офисная техника
не печатает принтер 205 офисе 201,12,Офисная техника
не работает корпоративный телефон переговорной 204,12,Офисная техника
требуется замена аккумулятора ноутбука 201,12,Офисная техника
требуется замена кабеля hdmi для монитора 205,12,Офисная техника
завис принтер 4 в середине задания печати,12,Офисная техника
требуется замена аккумулятора в беспроводной мыши 201,12,Офисная техника
не читает дисковод на рабочей станции 16,12,Офисная техника
не подключается bluetooth гарнитура к компьютеру 8,12,Офисная техника
не отображается изображение на мониторе 6,12,Офисная техника
не работает сетевой кабель на рабочем месте 202,12,Офисная техника
не работает динамик встроенный в монитор 104,12,Офисная техника
требуется чистка системного блока 24 от пыли,12,Офисная техника
сломана подставка монитора 20 рабочем месте,12,Офисная техника
уборщица не вышла смену 2 этаж не убран,13,Уборка / клининг
требуется дератизация складского помещения 25,13,Уборка / клининг
лужа воды у кулера 8 этаже требуется уборка,13,Уборка / клининг
не убраны картонные коробки складе мешают проходу,13,Уборка / клининг
мусорный контейнер у входа 204 переполнен,13,Уборка / клининг
не убраны остатки еды кухне 4 этажа,13,Уборка / клининг
не работает освежитель воздуха туалете 20 этажа,13,Уборка / клининг
неприятный запах серверной комнате 5 требуется проверка,13,Уборка / клининг
грязные жалюзи кабинете 202 требуется чистка,13,Уборка / клининг
требуется чистка ковра зоне ресепшн после мероприятия,13,Уборка / клининг
не работает вентиляция туалете 20 этаже,13,Уборка / клининг
требуется мойка окон офисе 103 квартал,13,Уборка / клининг
требуется генеральная уборка архивного помещения 24,13,Уборка / клининг
засорилась раковина туалете 25 этаже,13,Уборка / клининг
плесень обнаружена стене санузла 101 этажа требуется обработка,13,Уборка / клининг
требуется внеплановая уборка склада 11,13,Уборка / клининг
закончилось мыло диспенсере туалета 201 этажа,13,Уборка / клининг
кухонная раковина 205 этажа засорена вода не уходит,13,Уборка / клининг
мусорные корзины 20 этаже переполнены не вывозятся,13,Уборка / клининг
разлита жидкость коридоре 101 этаже скользко опасно,13,Уборка / клининг
сломан мусоропровод этаже 203 мусор не вывозится,13,Уборка / клининг
грязный ковролин переговорной 105 требуется химчистка,13,Уборка / клининг
не убраны окурки у входа 205 на территории,13,Уборка / клининг
не убраны строительные материалы после ремонта кабинета 24,13,Уборка / клининг
не убраны остатки еды под столами в обеденной зоне,13,Уборка / клининг
грязные зеркала в туалетах всех этажей требуют протирки,13,Уборка / клининг
не убраны следы от маркера на доске переговорной 16,13,Уборка / клининг
нужна чистка вентиляционных решеток кабинета 203,13,Уборка / клининг
не убраны опавшие листья на дорожках территории,13,Уборка / клининг
требуется очистка урн у входа в здание 25,13,Уборка / клининг
не убраны пустые коробки у принтера на этаже 20,13,Уборка / клининг
нужна чистка кондиционеров от пыли и налета 205,13,Уборка / клининг
требуется уборка технического помещения 6 раз квартал,13,Уборка / клининг
требуется дезинфекция поручней в лифте,13,Уборка / клининг
требуется уборка пыли на стеллажах архива 105,13,Уборка / клининг
требуется чистка кулера с водой от накипи этаж 204,13,Уборка / клининг
грязное стекло входных дверей офиса требует протирки,13,Уборка / клининг
требуется мытье полов в архиве 22 после перестановки,13,Уборка / клининг
требуется уборка серверной комнаты 20 от пыли,13,Уборка / клининг
грязные стены коридора 9 этажа требуют мытья,13,Уборка / клининг
не выброшен просроченный продукт из холодильника кухни 201,13,Уборка / клининг
грязные плитки пола туалета 8 этажа требуют мытья,13,Уборка / клининг
загрязнен кулер 203 требуется промывка и дезинфекция,13,Уборка / клининг
не убраны листовки и бумаги на ресепшн после мероприятия,13,Уборка / клининг
загрязнены перила лестницы с 102 по 9 этаж,13,Уборка / клининг
требуется чистка ковровых дорожек на лестнице 201,13,Уборка / клининг
требуется уборка обеденной зоны после корпоратива,13,Уборка / клининг
нужна уборка склада 201 после инвентаризации,13,Уборка / клининг
грязный ковер в холле первого этажа требует чистки,13,Уборка / клининг
грязный пол в лифте требует мытья,13,Уборка / клининг
засорился сифон в раковине кухни 24 этажа,13,Уборка / клининг
не работает освежитель воздуха в кабинете 22,13,Уборка / клининг
нужна уборка после небольшого потопа в туалете 102,13,Уборка / клининг
нужна уборка кровли от снега наледи вход 8,13,Уборка / клининг
загрязнены светильники в холле требуется протирка,13,Уборка / клининг
запах табака в туалете 9 этажа проветрить,13,Уборка / клининг
нужна дезинфекция дверных ручек во всех кабинетах,13,Уборка / клининг
не пополнен запас мусорных пакетов для корзин этажа 20,13,Уборка / клининг
грязные батареи отопления в кабинете 3 пыль,13,Уборка / клининг
загрязнены жалюзи в переговорной 104 требуется чистка,13,Уборка / клининг
не убраны листья у входа в здание,13,Уборка / клининг
нужна обработка от насекомых на кухне 10 этажа,13,Уборка / клининг
требуется уборка парковки перед офисом,13,Уборка / клининг
грязная кладовка 8 требует генеральной уборки,13,Уборка / клининг
не убраны тарелки и кружки в переговорной 9,13,Уборка / клининг
не убрана вода возле кулера на этаже 11,13,Уборка / клининг
закончилась туалетная бумага санузле 11 этажа,13,Уборка / клининг
загрязнен кофемат 205 требуется чистка обслуживание,13,Уборка / клининг
требуется дезинфекция рабочих поверхностей офисе,13,Уборка / клининг
не работает посудомоечная машина кухне 25 этажа,13,Уборка / клининг
не убрана переговорная 3 после мероприятия,13,Уборка / клининг
пролита краска коридоре 5 этаже требуется срочная уборка,13,Уборка / клининг
сломан диспенсер бумажных полотенец туалете 5 этажа,13,Уборка / клининг
пятна на потолке офиса 8 после протечки требуется уборка,13,Уборка / клининг
забыли вынести мусор из кабинета 15,13,Уборка / клининг
требуется генеральная уборка после ремонта кабинета 104,13,Уборка / клининг
не убрана зона отдыха сотрудников после обеда,13,Уборка / клининг
требуется чистка кофемашины на кухне 5 этажа,13,Уборка / клининг
не убрана территория перед входом 104,13,Уборка / клининг
нужна влажная уборка коридора 7 этажа,13,Уборка / клининг
грязные окна в кабинете 3 мешают работе,13,Уборка / клининг
требуется дополнительная уборка туалета 16 этажа,13,Уборка / клининг
грязный холодильник кухни 16 этажа нужна уборка,13,Уборка / клининг
следы грязи на полу лестницы с 11 по 25 этаж,13,Уборка / клининг
выявлен брак сварных швов на партии трубопроводов,2,Брак / качество
несоответствие размеров отверстий на корпусных деталях,2,Брак / качество
выпущена бракованная партия прокладок из склада,2,Брак / качество
несоответствие чистоты поверхности детали требованиям чертежа,2,Брак / качество
выявлен перекос плоскости стыковки сборочного узла,2,Брак / качество
не выдержан допуск на шероховатость обработанных поверхностей,2,Брак / качество
выявлена некондиционная партия болтов после входного контроля,2,Брак / качество
обнаружен брак при сборке — несоответствие зазоров по чертежу,2,Брак / качество
закончились сверла для обработки отверстий в деталях,3,Снабжение / расходники
требуется пополнить запас электродов для ручной дуговой сварки,3,Снабжение / расходники
необходимо заказать расходные материалы для лазерной резки,3,Снабжение / расходники
закончилась охлаждающая жидкость для станков с ЧПУ,3,Снабжение / расходники
нужно закупить защитные очки и перчатки для сварочного участка,3,Снабжение / расходники
требуется пополнить запас шлифовальных кругов на участке,3,Снабжение / расходники
закончились заготовки из листового металла для штамповки,3,Снабжение / расходники
необходимо заказать крепёжные изделия для сборочного цеха,3,Снабжение / расходники
на рабочем месте отсутствуют средства индивидуальной защиты,4,Охрана труда
не проведён плановый инструктаж по охране труда,4,Охрана труда
нарушены нормы хранения опасных химических веществ на участке,4,Охрана труда
обнаружено отсутствие ограждения движущихся частей оборудования,4,Охрана труда
работник получил травму из-за неисправного инструмента,4,Охрана труда
выявлено отсутствие вентиляции на рабочем месте сварщика,4,Охрана труда
не обновлены таблички по требованиям пожарной безопасности,4,Охрана труда
превышение уровня шума на рабочих местах выше допустимых норм,4,Охрана труда
